result_family,dataset,model,hop,method,PE,beta,num_clients,num_iter,t,alpha,n_reps,mean_acc_pct,std_acc_pct,source_files,source_summary_path,accuracy
primary_10_client,Pubmed,GCN,1,FedProp-Diff,no,10000,10,50,0.1,0.5,10,75.35000000000001,1.8136825644098944,1,experiments/results/current/summary_current_live_preferred.csv,75.35 +/- 1.81 (n=10)
primary_10_client,Pubmed,GCN,1,FedProp-Diff,yes,10,10,80,1.0,0.5,10,79.64,0.6995236474439833,1,experiments/results/current/summary_current_live_preferred.csv,79.64 +/- 0.70 (n=10)
primary_10_client,Pubmed,GCN,1,FedProp-Diff,yes,10000,10,80,1.0,0.5,10,79.11,0.5279941077112303,1,experiments/results/current/summary_current_live_preferred.csv,79.11 +/- 0.53 (n=10)
primary_10_client,Pubmed,GCN,1,Full-graph,no,1,10,50,0.1,0.5,20,75.01,2.8127342007752065,2,experiments/results/current/summary_current_live_preferred.csv,75.01 +/- 2.81 (n=20)
primary_10_client,Pubmed,GCN,1,Full-graph,no,10,10,50,0.1,0.5,20,77.82,1.9321654064532732,2,experiments/results/current/summary_current_live_preferred.csv,77.82 +/- 1.93 (n=20)
primary_10_client,Pubmed,GCN,1,Full-graph,no,10000,10,50,0.1,0.5,20,77.935,1.1721662357407028,2,experiments/results/current/summary_current_live_preferred.csv,77.94 +/- 1.17 (n=20)
primary_10_client,Pubmed,GCN,1,Zero-hop,no,10,10,50,0.1,0.5,10,73.50999999999999,1.625798948893198,1,experiments/results/current/summary_current_live_preferred.csv,73.51 +/- 1.63 (n=10)
primary_10_client,Pubmed,GCN,1,Zero-hop,no,10000,10,50,0.1,0.5,19,69.3736842105263,3.374058239842333,2,experiments/results/current/summary_current_live_preferred.csv,69.37 +/- 3.37 (n=19)
primary_10_client,Pubmed,GCN,2,FedProp-Adj,no,10,10,80,1.0,0.5,3,76.93333333333334,0.4041451884327384,1,experiments/results/current/summary_current_live_preferred.csv,76.93 +/- 0.40 (n=3)
primary_10_client,Pubmed,GCN,2,FedProp-Adj,no,10000,10,80,1.0,0.5,3,80.2,0.5291502622129186,1,experiments/results/current/summary_current_live_preferred.csv,80.20 +/- 0.53 (n=3)
primary_10_client,Pubmed,GCN,2,FedProp-Adj,yes,10,10,80,1.0,0.5,10,79.38000000000001,1.6975799768428537,2,experiments/results/current/summary_current_live_preferred.csv,79.38 +/- 1.70 (n=10)
primary_10_client,Pubmed,GCN,2,FedProp-Adj,yes,10000,10,80,1.0,0.5,10,79.89,0.8543353491977764,2,experiments/results/current/summary_current_live_preferred.csv,79.89 +/- 0.85 (n=10)
primary_10_client,Pubmed,GCN,2,FedProp-Diff,no,10,10,80,1.0,0.5,3,75.96666666666667,0.4725815626252612,1,experiments/results/current/summary_current_live_preferred.csv,75.97 +/- 0.47 (n=3)
primary_10_client,Pubmed,GCN,2,FedProp-Diff,no,10000,10,80,1.0,0.5,3,79.80000000000001,0.8660254037844394,1,experiments/results/current/summary_current_live_preferred.csv,79.80 +/- 0.87 (n=3)
primary_10_client,Pubmed,GCN,2,FedProp-Diff,yes,10,10,80,1.0,0.5,10,80.19000000000001,1.5545274380195266,2,experiments/results/current/summary_current_live_preferred.csv,80.19 +/- 1.55 (n=10)
primary_10_client,Pubmed,GCN,2,FedProp-Diff,yes,10000,10,80,1.0,0.5,10,80.19000000000001,0.4909175083453435,2,experiments/results/current/summary_current_live_preferred.csv,80.19 +/- 0.49 (n=10)
primary_10_client,Pubmed,GCN,2,Full-graph,no,10,10,80,1.0,0.5,10,77.98,0.921110440959414,1,experiments/results/current/summary_current_live_preferred.csv,77.98 +/- 0.92 (n=10)
primary_10_client,Pubmed,GCN,2,Full-graph,no,10000,10,80,1.0,0.5,10,77.62,1.4520483616066129,1,experiments/results/current/summary_current_live_preferred.csv,77.62 +/- 1.45 (n=10)
primary_10_client,Pubmed,GCN,2,Zero-hop,no,10,10,80,1.0,0.5,10,74.47,0.7469196000165546,1,experiments/results/current/summary_current_live_preferred.csv,74.47 +/- 0.75 (n=10)
primary_10_client,Pubmed,GCN,2,Zero-hop,no,10000,10,80,1.0,0.5,10,73.76,1.1529671865813595,1,experiments/results/current/summary_current_live_preferred.csv,73.76 +/- 1.15 (n=10)
primary_10_client,Roman-empire,GCN,1,FedProp-Adj,no,10,10,50,0.1,0.5,10,53.21743734557006,0.4400934535000156,1,experiments/results/current/summary_current_live_preferred.csv,53.22 +/- 0.44 (n=10)
primary_10_client,Roman-empire,GCN,1,FedProp-Adj,no,10000,10,50,0.1,0.5,10,54.2481468408048,0.3429416655258803,1,experiments/results/current/summary_current_live_preferred.csv,54.25 +/- 0.34 (n=10)
primary_10_client,Roman-empire,GCN,1,FedProp-Diff,no,10,10,50,0.1,0.5,9,53.92203004275012,0.3472865696361472,1,experiments/results/current/summary_current_live_preferred.csv,53.92 +/- 0.35 (n=9)
primary_10_client,Roman-empire,GCN,1,FedProp-Diff,no,10000,10,50,0.1,0.5,10,54.934698199788215,0.3732095473795376,1,experiments/results/current/summary_current_live_preferred.csv,54.93 +/- 0.37 (n=10)
primary_10_client,Roman-empire,GCN,1,Full-graph,no,10,10,50,0.1,0.5,10,34.47758559830568,0.3320925527098296,1,experiments/results/current/summary_current_live_preferred.csv,34.48 +/- 0.33 (n=10)
primary_10_client,Roman-empire,GCN,1,Full-graph,no,10000,10,50,0.1,0.5,9,36.09836451347218,0.6039512401083194,1,experiments/results/current/summary_current_live_preferred.csv,36.10 +/- 0.60 (n=9)
primary_10_client,Roman-empire,GCN,1,Zero-hop,no,10,10,50,0.1,0.5,10,54.814684080480056,0.5176277360846175,1,experiments/results/current/summary_current_live_preferred.csv,54.81 +/- 0.52 (n=10)
primary_10_client,Roman-empire,GCN,1,Zero-hop,no,10000,10,50,0.1,0.5,10,55.70773032121426,0.3286300778602871,1,experiments/results/current/summary_current_live_preferred.csv,55.71 +/- 0.33 (n=10)
primary_10_client,Roman-empire,GCN,2,FedProp-Adj,no,10,10,50,0.1,0.5,10,52.28203318037416,0.1834246278723418,1,experiments/results/current/summary_current_live_preferred.csv,52.28 +/- 0.18 (n=10)
primary_10_client,Roman-empire,GCN,2,FedProp-Adj,no,10000,10,50,0.1,0.5,9,53.75338275091187,0.2511515967306346,1,experiments/results/current/summary_current_live_preferred.csv,53.75 +/- 0.25 (n=9)
primary_10_client,Roman-empire,GCN,2,FedProp-Diff,no,10,10,50,0.1,0.5,10,53.86692552064949,0.2982941712630004,1,experiments/results/current/summary_current_live_preferred.csv,53.87 +/- 0.30 (n=10)
primary_10_client,Roman-empire,GCN,2,FedProp-Diff,no,10000,10,50,0.1,0.5,9,55.28885751264855,0.349100607921859,1,experiments/results/current/summary_current_live_preferred.csv,55.29 +/- 0.35 (n=9)
primary_10_client,Roman-empire,GCN,2,Full-graph,no,10,10,50,0.1,0.5,10,24.71055418284504,0.3733254502485794,1,experiments/results/current/summary_current_live_preferred.csv,24.71 +/- 0.37 (n=10)
primary_10_client,Roman-empire,GCN,2,Full-graph,no,10000,10,50,0.1,0.5,10,25.20472996823156,0.4151987968978387,1,experiments/results/current/summary_current_live_preferred.csv,25.20 +/- 0.42 (n=10)
primary_10_client,Roman-empire,GCN,2,Zero-hop,no,10,10,50,0.1,0.5,10,54.821743734557,0.3103884763308115,1,experiments/results/current/summary_current_live_preferred.csv,54.82 +/- 0.31 (n=10)
primary_10_client,Roman-empire,GCN,2,Zero-hop,no,10000,10,50,0.1,0.5,10,55.27356159548182,0.1678060617579214,1,experiments/results/current/summary_current_live_preferred.csv,55.27 +/- 0.17 (n=10)
primary_10_client,Texas,GCN,1,FedProp-Adj,no,10,10,50,0.1,0.5,20,74.45945945945947,2.051769336530401,2,experiments/results/current/summary_current_live_preferred.csv,74.46 +/- 2.05 (n=20)
primary_10_client,Texas,GCN,1,FedProp-Adj,no,10000,10,50,0.1,0.5,19,72.97297297297297,5.016003930477498,2,experiments/results/current/summary_current_live_preferred.csv,72.97 +/- 5.02 (n=19)
primary_10_client,Texas,GCN,1,FedProp-Diff,no,10,10,50,0.1,0.5,20,74.86486486486487,1.27070904319359,2,experiments/results/current/summary_current_live_preferred.csv,74.86 +/- 1.27 (n=20)
primary_10_client,Texas,GCN,1,FedProp-Diff,no,10000,10,50,0.1,0.5,20,79.45945945945945,2.218331572076011,2,experiments/results/current/summary_current_live_preferred.csv,79.46 +/- 2.22 (n=20)
primary_10_client,Texas,GCN,1,Full-graph,no,10,10,50,0.1,0.5,20,62.16216216216216,3.507490186611082,2,experiments/results/current/summary_current_live_preferred.csv,62.16 +/- 3.51 (n=20)
primary_10_client,Texas,GCN,1,Full-graph,no,10000,10,50,0.1,0.5,19,64.29587482219061,3.195208267203688,2,experiments/results/current/summary_current_live_preferred.csv,64.30 +/- 3.20 (n=19)
primary_10_client,Texas,GCN,1,Zero-hop,no,10,10,50,0.1,0.5,20,72.43243243243244,1.1091657860380022,2,experiments/results/current/summary_current_live_preferred.csv,72.43 +/- 1.11 (n=20)
primary_10_client,Texas,GCN,1,Zero-hop,no,10000,10,50,0.1,0.5,18,75.82582582582583,0.6370331362040956,2,experiments/results/current/summary_current_live_preferred.csv,75.83 +/- 0.64 (n=18)
primary_10_client,Texas,GCN,2,FedProp-Adj,no,10,10,50,0.1,0.5,20,73.64864864864865,3.493762187998618,2,experiments/results/current/summary_current_live_preferred.csv,73.65 +/- 3.49 (n=20)
primary_10_client,Texas,GCN,2,FedProp-Adj,no,10000,10,50,0.1,0.5,20,75.67567567567568,5.037249277276181,2,experiments/results/current/summary_current_live_preferred.csv,75.68 +/- 5.04 (n=20)
primary_10_client,Texas,GCN,2,FedProp-Diff,no,10,10,50,0.1,0.5,19,72.97297297297297,0.0,2,experiments/results/current/summary_current_live_preferred.csv,72.97 +/- 0.00 (n=19)
primary_10_client,Texas,GCN,2,FedProp-Diff,no,10000,10,50,0.1,0.5,20,77.43243243243244,2.013945460461066,2,experiments/results/current/summary_current_live_preferred.csv,77.43 +/- 2.01 (n=20)
primary_10_client,Texas,GCN,2,Full-graph,no,10,10,50,0.1,0.5,20,62.02702702702703,1.854953354468269,2,experiments/results/current/summary_current_live_preferred.csv,62.03 +/- 1.85 (n=20)
primary_10_client,Texas,GCN,2,Full-graph,no,10000,10,50,0.1,0.5,20,63.78378378378379,4.056424153089633,2,experiments/results/current/summary_current_live_preferred.csv,63.78 +/- 4.06 (n=20)
primary_10_client,Texas,GCN,2,Zero-hop,no,10,10,50,0.1,0.5,20,72.2972972972973,1.2007071846468065,2,experiments/results/current/summary_current_live_preferred.csv,72.30 +/- 1.20 (n=20)
primary_10_client,Texas,GCN,2,Zero-hop,no,10000,10,50,0.1,0.5,20,75.8108108108108,0.6043426966215636,2,experiments/results/current/summary_current_live_preferred.csv,75.81 +/- 0.60 (n=20)
primary_10_client,Wisconsin,GCN,1,FedProp-Adj,no,10,10,50,0.1,0.5,20,74.70588235294117,2.001638374643293,2,experiments/results/current/summary_current_live_preferred.csv,74.71 +/- 2.00 (n=20)
primary_10_client,Wisconsin,GCN,1,FedProp-Adj,no,10000,10,50,0.1,0.5,20,70.68627450980392,1.185892782018233,2,experiments/results/current/summary_current_live_preferred.csv,70.69 +/- 1.19 (n=20)
primary_10_client,Wisconsin,GCN,1,FedProp-Diff,no,10,10,50,0.1,0.5,20,77.84313725490196,1.4366570530687204,2,experiments/results/current/summary_current_live_preferred.csv,77.84 +/- 1.44 (n=20)
primary_10_client,Wisconsin,GCN,1,FedProp-Diff,no,10000,10,50,0.1,0.5,20,72.74509803921568,1.4082055812933485,2,experiments/results/current/summary_current_live_preferred.csv,72.75 +/- 1.41 (n=20)
primary_10_client,Wisconsin,GCN,1,Full-graph,no,10,10,50,0.1,0.5,20,44.6078431372549,2.282662163116064,2,experiments/results/current/summary_current_live_preferred.csv,44.61 +/- 2.28 (n=20)
primary_10_client,Wisconsin,GCN,1,Full-graph,no,10000,10,50,0.1,0.5,20,48.72549019607843,2.3178497813306227,2,experiments/results/current/summary_current_live_preferred.csv,48.73 +/- 2.32 (n=20)
primary_10_client,Wisconsin,GCN,1,Zero-hop,no,10,10,50,0.1,0.5,20,75.88235294117646,1.28813075555252,2,experiments/results/current/summary_current_live_preferred.csv,75.88 +/- 1.29 (n=20)
primary_10_client,Wisconsin,GCN,1,Zero-hop,no,10000,10,50,0.1,0.5,20,70.0,1.1200795501519214,2,experiments/results/current/summary_current_live_preferred.csv,70.00 +/- 1.12 (n=20)
primary_10_client,Wisconsin,GCN,2,FedProp-Adj,no,10,10,50,0.1,0.5,20,75.7843137254902,1.937425361113889,2,experiments/results/current/summary_current_live_preferred.csv,75.78 +/- 1.94 (n=20)
primary_10_client,Wisconsin,GCN,2,FedProp-Adj,no,10000,10,50,0.1,0.5,20,73.0392156862745,1.7852264078437758,2,experiments/results/current/summary_current_live_preferred.csv,73.04 +/- 1.79 (n=20)
primary_10_client,Wisconsin,GCN,2,FedProp-Diff,no,10,10,50,0.1,0.5,20,77.45098039215686,1.4919331573582024,2,experiments/results/current/summary_current_live_preferred.csv,77.45 +/- 1.49 (n=20)
primary_10_client,Wisconsin,GCN,2,FedProp-Diff,no,10000,10,50,0.1,0.5,20,75.68627450980392,0.9855386077451624,2,experiments/results/current/summary_current_live_preferred.csv,75.69 +/- 0.99 (n=20)
primary_10_client,Wisconsin,GCN,2,Full-graph,no,10,10,50,0.1,0.5,19,49.122807017543856,1.5291441878839251,2,experiments/results/current/summary_current_live_preferred.csv,49.12 +/- 1.53 (n=19)
primary_10_client,Wisconsin,GCN,2,Full-graph,no,10000,10,50,0.1,0.5,19,51.39318885448916,2.022867619950351,2,experiments/results/current/summary_current_live_preferred.csv,51.39 +/- 2.02 (n=19)
primary_10_client,Wisconsin,GCN,2,Zero-hop,no,10,10,50,0.1,0.5,19,75.85139318885449,1.6079801709694166,2,experiments/results/current/summary_current_live_preferred.csv,75.85 +/- 1.61 (n=19)
primary_10_client,Wisconsin,GCN,2,Zero-hop,no,10000,10,50,0.1,0.5,20,69.80392156862746,1.334425583095532,2,experiments/results/current/summary_current_live_preferred.csv,69.80 +/- 1.33 (n=20)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Adj,no,1,10,50,0.1,0.5,5,71.64413719317737,0.8304861372445608,1,experiments/results/current/summary_current_live_preferred.csv,71.64 +/- 0.83 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Adj,no,10000,10,50,0.1,0.5,5,67.73491348270683,1.5193197264970764,1,experiments/results/current/summary_current_live_preferred.csv,67.73 +/- 1.52 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Adj,yes,1,10,50,0.1,0.5,5,70.78040450177973,0.3511213318865667,1,experiments/results/current/summary_current_live_preferred.csv,70.78 +/- 0.35 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Adj,yes,10000,10,50,0.1,0.5,5,67.3065448634858,0.771976924350689,1,experiments/results/current/summary_current_live_preferred.csv,67.31 +/- 0.77 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Diff,no,1,10,50,0.1,0.5,5,72.13752237516204,0.518684467609498,1,experiments/results/current/summary_current_live_preferred.csv,72.14 +/- 0.52 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Diff,no,10000,10,50,0.1,0.5,5,67.52381540234143,1.7972418989524188,1,experiments/results/current/summary_current_live_preferred.csv,67.52 +/- 1.80 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Diff,yes,1,10,50,0.1,0.5,5,69.8092710326523,1.4842938195422135,1,experiments/results/current/summary_current_live_preferred.csv,69.81 +/- 1.48 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,FedProp-Diff,yes,10000,10,50,0.1,0.5,5,66.87817624426475,1.5240622345739328,1,experiments/results/current/summary_current_live_preferred.csv,66.88 +/- 1.52 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,Full-graph,no,1,10,50,0.1,0.5,5,71.13964158591034,0.5573015660907732,1,experiments/results/current/summary_current_live_preferred.csv,71.14 +/- 0.56 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,Full-graph,no,10000,10,50,0.1,0.5,5,70.34627492130116,0.81298513825643,1,experiments/results/current/summary_current_live_preferred.csv,70.35 +/- 0.81 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,Zero-hop,no,1,10,50,0.1,0.5,5,64.76554945167993,0.1454207582882167,1,experiments/results/current/summary_current_live_preferred.csv,64.77 +/- 0.15 (n=5)
primary_10_client,ogbn-arxiv,GCN,1,Zero-hop,no,10000,10,50,0.1,0.5,5,59.38069666481493,0.3132025165068282,1,experiments/results/current/summary_current_live_preferred.csv,59.38 +/- 0.31 (n=5)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Adj,no,1,10,80,1.0,0.5,30,69.89993758958639,0.6674611990757705,3,experiments/results/current/summary_current_live_preferred.csv,69.90 +/- 0.67 (n=30)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Adj,no,10000,10,80,1.0,0.5,30,67.81062897352015,0.6009875925670988,3,experiments/results/current/summary_current_live_preferred.csv,67.81 +/- 0.60 (n=30)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Adj,yes,1,10,80,1.0,0.5,10,62.96154558360595,1.5425819617578531,1,experiments/results/current/summary_current_live_preferred.csv,62.96 +/- 1.54 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Adj,yes,10000,10,80,1.0,0.5,10,62.584408369853705,1.2963477993529031,1,experiments/results/current/summary_current_live_preferred.csv,62.58 +/- 1.30 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,no,1,10,80,1.0,0.5,10,69.56587041952143,0.7530814404172188,1,experiments/results/current/summary_current_live_preferred.csv,69.57 +/- 0.75 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,no,10000,10,80,1.0,0.5,10,67.32855996543424,0.6509992649317784,1,experiments/results/current/summary_current_live_preferred.csv,67.33 +/- 0.65 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,yes,1,10,80,1.0,0.5,10,61.85358928461206,2.911246556245761,1,experiments/results/current/summary_current_live_preferred.csv,61.85 +/- 2.91 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,yes,10000,10,80,1.0,0.5,10,62.94549719153139,1.5573022024421397,1,experiments/results/current/summary_current_live_preferred.csv,62.95 +/- 1.56 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,Full-graph,no,1,10,80,1.0,0.5,11,64.99860652073478,0.8472912337828346,2,experiments/results/current/summary_current_live_preferred.csv,65.00 +/- 0.85 (n=11)
primary_10_client,ogbn-arxiv,GCN,2,Full-graph,no,10000,10,80,1.0,0.5,11,69.40929572248626,0.2270629648975843,2,experiments/results/current/summary_current_live_preferred.csv,69.41 +/- 0.23 (n=11)
primary_10_client,ogbn-arxiv,GCN,2,Zero-hop,no,1,10,80,1.0,0.5,10,63.99995885027673,0.1518625195956376,1,experiments/results/current/summary_current_live_preferred.csv,64.00 +/- 0.15 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,Zero-hop,no,10000,10,80,1.0,0.5,10,58.78711190667243,0.1827731611724666,1,experiments/results/current/summary_current_live_preferred.csv,58.79 +/- 0.18 (n=10)
